,command,state,startup,DMG,GC,direction,height
0,"6BB,3BB",CH,0,41,0,"y, y,y, y","m, m,m, m"
0,"6BB,3BBH",NH,0,41,0,"y, y,y, y","m, m,m, m"
0,"6BB,3BBH",CH,0,41,0,"y, y,y, y","m, m,m, m"
0,"6BB,3BBH",NH,0,41,0,"y, y,y, y","m, m,m, m"
0,"6BB,3BBH",CH,0,41,0,"y, y,y, y","m, m,m, m"
0,"6BB,2B",NH,4,41,0,"y, y,y","m, m,m"
0,"6BB,2B",CH,4,41,0,"y, y,y","m, m,m"
0,"6BB,2B",NH,4,41,0,"y, y,y","m, m,m"
0,"6BB,2B",CH,4,41,0,"y, y,y","m, m,m"
0,"6BB,2BB",NH,4,41,0,"y, y,y, y","m, m,m,m"
0,"6BB,2BB",CH,4,41,0,"y, y,y, y","m, m,m,m"
0,"6BB,2BB",NH,4,41,0,"y, y,y, y","m, m,m,m"
0,"6BB,2BB",CH,4,41,0,"y, y,y, y","m, m,m,m"
0,"6BB,2BBK",NH,4,41,0,"y, y,y, y","m, m,m, m"
0,"6BB,2BBK",CH,4,41,0,"y, y,y, y","m, m,m, m"
0,"6BB,2BBK",NH,4,41,0,"y, y,y, y","m, m,m, m"
0,"6BB,2BBK",CH,4,41,0,"y, y,y, y","m, m,m, m"
0,"6BB,2BB6K",NH,4,41,0,"y, y,y, y","m, m,m, m"
0,"6BB,2BB6K",CH,4,41,0,"y, y,y, y","m, m,m, m"
0,"6BB,2BB6K",NH,4,41,0,"y, y,y, y","m, m,m, m"
0,"6BB,2BB6K",CH,4,41,0,"y, y,y, y","m, m,m, m"
0,"6BB,2BB4K",NH,4,41,0,"y, y,y, y","m, m,m, m"
0,"6BB,2BB4K",CH,4,41,0,"y, y,y, y","m, m,m, m"
0,"6BB,2BB4K",NH,4,41,0,"y, y,y, y","m, m,m, m"
0,"6BB,2BB4K",CH,4,41,0,"y, y,y, y","m, m,m, m"
0,"6BB,1B",NH,6,41,0,"y, y,y","m, m,l"
0,"6BB,1B",CH,6,41,0,"y, y,y","m, m,l"
0,"6BB,1B",NH,6,41,0,"y, y,y","m, m,l"
0,"6BB,1B",CH,6,41,0,"y, y,y","m, m,l"
0,"6BB,1BB",NH,6,41,0,"y, y,y, y","m, m,l, h"
0,"6BB,1BB",CH,6,41,0,"y, y,y, y","m, m,l, h"
0,"6BB,1BB",NH,6,41,0,"y, y,y, y","m, m,l, h"
0,"6BB,1BB",CH,6,41,0,"y, y,y, y","m, m,l, h"
0,"6BB,4A+B",NH,6,41,0,"y, y,y","m, m,m"
0,"6BB,4A+B",CH,6,41,0,"y, y,y","m, m,m"
0,"6BB,4A+B",NH,6,41,0,"y, y,y","m, m,m"
0,"6BB,4A+B",CH,6,41,0,"y, y,y","m, m,m"
0,"6BB,A+B+K",NH,2,41,0,"y, y,y","m, m,m"
0,"6BB,A+B+K",CH,2,41,0,"y, y,y","m, m,m"
0,"6BB,A+B+K",NH,2,41,0,"y, y,y","m, m,m"
0,"6BB,A+B+K",CH,2,41,0,"y, y,y","m, m,m"
0,"6BB,fcA",NH,2,41,0,"y, y,x","m, m,sl"
0,"6BB,fcA",CH,2,41,0,"y, y,x","m, m,sl"
0,"6BB,fcA",NH,2,41,0,"y, y,x","m, m,sl"
0,"6BB,fcA",CH,2,41,0,"y, y,x","m, m,sl"
0,"6BB,fcAK",NH,2,41,0,"y, y,x","m, m,sl"
0,"6BB,fcAK",CH,2,41,0,"y, y,x","m, m,sl"
0,"6BB,fcAK",NH,2,41,0,"y, y,x","m, m,sl"
0,"6BB,fcAK",CH,2,41,0,"y, y,x","m, m,sl"
0,"6BB,fcA6K",NH,2,41,0,"y, y,x","m, m,sl"
0,"6BB,fcA6K",CH,2,41,0,"y, y,x","m, m,sl"
0,"6BB,fcA6K",NH,2,41,0,"y, y,x","m, m,sl"
0,"6BB,fcA6K",CH,2,41,0,"y, y,x","m, m,sl"
0,"6BB,fcA4K",NH,2,41,0,"y, y,x","m, m,sl"
0,"6BB,fcA4K",CH,2,41,0,"y, y,x","m, m,sl"
0,"6BB,fcA4K",NH,2,41,0,"y, y,x","m, m,sl"
0,"6BB,fcA4K",CH,2,41,0,"y, y,x","m, m,sl"
0,"6BB,fc1A",NH,4,41,0,"y, y,x","m, m,l"
0,"6BB,fc1A",CH,4,41,0,"y, y,x","m, m,l"
0,"6BB,fc1A",NH,4,41,0,"y, y,x","m, m,l"
0,"6BB,fc1A",CH,4,41,0,"y, y,x","m, m,l"
0,"6BB,fcB",NH,2,41,0,"y, y,y","m, m,m"
0,"6BB,fcB",CH,2,41,0,"y, y,y","m, m,m"
0,"6BB,fcB",NH,2,41,0,"y, y,y","m, m,m"
0,"6BB,fcB",CH,2,41,0,"y, y,y","m, m,m"
0,"6BB,wsA",NH,6,41,0,"y, y,x","m, m,m"
0,"6BB,wsA",CH,6,41,0,"y, y,x","m, m,m"
0,"6BB,wsA",NH,6,41,0,"y, y,x","m, m,m"
0,"6BB,wsA",CH,6,41,0,"y, y,x","m, m,m"
0,"6BB,wsB",NH,2,41,0,"y, y,y","m, m,m"
0,"6BB,wsB",CH,2,41,0,"y, y,y","m, m,m"
0,"6BB,wsB",NH,2,41,0,"y, y,y","m, m,m"
0,"6BB,wsB",CH,2,41,0,"y, y,y","m, m,m"
0,"6BB,wsBB",NH,2,41,0,"y, y,y, y","m, m,m,m"
0,"6BB,wsBB",CH,2,41,0,"y, y,y, y","m, m,m,m"
0,"6BB,wsBB",NH,2,41,0,"y, y,y, y","m, m,m,m"
0,"6BB,wsBB",CH,2,41,0,"y, y,y, y","m, m,m,m"
0,"6BB,22A",NH,10,41,0,"y, y,x","m, m,h"
0,"6BB,22A",CH,10,41,0,"y, y,x","m, m,h"
0,"6BB,22AK",NH,10,41,0,"y, y,x","m, m,h"
0,"6BB,22AK",CH,10,41,0,"y, y,x","m, m,h"
0,"6BB,22A6K",NH,10,41,0,"y, y,x","m, m,h"
0,"6BB,22A6K",CH,10,41,0,"y, y,x","m, m,h"
0,"6BB,22A4K",NH,10,41,0,"y, y,x","m, m,h"
0,"6BB,22A4K",CH,10,41,0,"y, y,x","m, m,h"
0,"6BB,66B",NH,4,41,0,"y, y,y","m, m,m"
0,"6BB,66B",CH,4,41,0,"y, y,y","m, m,m"
0,"6BB,66B",NH,4,41,0,"y, y,y","m, m,m"
0,"6BB,66B",CH,4,41,0,"y, y,y","m, m,m"
0,"6BB,22B",NH,8,41,0,"y, y,y, y","m, m,m"
0,"6BB,22B",CH,8,41,0,"y, y,y, y","m, m,m"
0,"6BB,22B",NH,8,41,0,"y, y,y, y","m, m,m"
0,"6BB,22B",CH,8,41,0,"y, y,y, y","m, m,m"
0,"6BB,22BK",NH,8,41,0,"y, y,y, y","m, m,m"
0,"6BB,22BK",CH,8,41,0,"y, y,y, y","m, m,m"
0,"6BB,22BK",NH,8,41,0,"y, y,y, y","m, m,m"
0,"6BB,22BK",CH,8,41,0,"y, y,y, y","m, m,m"
0,"6BB,22B6K",NH,8,41,0,"y, y,y, y","m, m,m"
0,"6BB,22B6K",CH,8,41,0,"y, y,y, y","m, m,m"
0,"6BB,22B6K",NH,8,41,0,"y, y,y, y","m, m,m"
0,"6BB,22B6K",CH,8,41,0,"y, y,y, y","m, m,m"
0,"6BB,22B4K",NH,8,41,0,"y, y,y, y","m, m,m"
0,"6BB,22B4K",CH,8,41,0,"y, y,y, y","m, m,m"
0,"6BB,22B4K",NH,8,41,0,"y, y,y, y","m, m,m"
0,"6BB,22B4K",CH,8,41,0,"y, y,y, y","m, m,m"
0,"6BB,wrK",NH,8,41,0,"y, y,y","m, m,l"
0,"6BB,wrK",CH,8,41,0,"y, y,y","m, m,l"
0,"6BB,wrK",NH,8,41,0,"y, y,y","m, m,l"
0,"6BB,wrK",CH,8,41,0,"y, y,y","m, m,l"
0,"6BB,BT A",NH,2,41,0,"y, y,x","m, m,h"
0,"6BB,BT A",CH,2,41,0,"y, y,x","m, m,h"
0,"6BB,BT A",NH,2,41,0,"y, y,x","m, m,h"
0,"6BB,BT A",CH,2,41,0,"y, y,x","m, m,h"
0,"6BB,BT 2A",NH,2,41,0,"y, y,x","m, m,sl"
0,"6BB,BT 2A",CH,2,41,0,"y, y,x","m, m,sl"
0,"6BB,BT 2A",NH,2,41,0,"y, y,x","m, m,sl"
0,"6BB,BT 2A",CH,2,41,0,"y, y,x","m, m,sl"
0,"6BB,BT B",NH,4,41,0,"y, y,y","m, m,m"
0,"6BB,BT B",CH,4,41,0,"y, y,y","m, m,m"
0,"6BB,BT B",NH,4,41,0,"y, y,y","m, m,m"
0,"6BB,BT B",CH,4,41,0,"y, y,y","m, m,m"
0,"6BB,BT 2B",NH,4,41,0,"y, y,y","m, m,m"
0,"6BB,BT 2B",CH,4,41,0,"y, y,y","m, m,m"
0,"6BB,BT 2B",NH,4,41,0,"y, y,y","m, m,m"
0,"6BB,BT 2B",CH,4,41,0,"y, y,y","m, m,m"
0,"6BB,BT A+B",NH,8,41,0,"y, y,y","m, m,m"
0,"6BB,BT A+B",CH,8,41,0,"y, y,y","m, m,m"
0,"6BB,BT A+B",NH,8,41,0,"y, y,y","m, m,m"
0,"6BB,BT A+B",CH,8,41,0,"y, y,y","m, m,m"
0,"6BB,A+G",NH,6,41,0,"y, y,x","m, m,h"
0,"6BB,A+G",CH,6,41,0,"y, y,x","m, m,h"
0,"6BB,A+G",NH,6,41,0,"y, y,x","m, m,h"
0,"6BB,A+G",CH,6,41,0,"y, y,x","m, m,h"
0,"6BB,4A+G",NH,6,41,0,"y, y,x","m, m,h"
0,"6BB,4A+G",CH,6,41,0,"y, y,x","m, m,h"
0,"6BB,4A+G",NH,6,41,0,"y, y,x","m, m,h"
0,"6BB,4A+G",CH,6,41,0,"y, y,x","m, m,h"
0,"6BB,BT A+G",NH,6,41,0,"y, y,x","m, m,h"
0,"6BB,BT A+G",CH,6,41,0,"y, y,x","m, m,h"
0,"6BB,BT A+G",NH,6,41,0,"y, y,x","m, m,h"
0,"6BB,BT A+G",CH,6,41,0,"y, y,x","m, m,h"
0,"6BB,A+G miss",NH,6,41,0,"y, y,x","m, m,h"
0,"6BB,A+G miss",CH,6,41,0,"y, y,x","m, m,h"
0,"6BB,A+G miss",NH,6,41,0,"y, y,x","m, m,h"
0,"6BB,A+G miss",CH,6,41,0,"y, y,x","m, m,h"
0,"6BB,4A+G miss",NH,6,41,0,"y, y,x","m, m,h"
0,"6BB,4A+G miss",CH,6,41,0,"y, y,x","m, m,h"
0,"6BB,4A+G miss",NH,6,41,0,"y, y,x","m, m,h"
0,"6BB,4A+G miss",CH,6,41,0,"y, y,x","m, m,h"
0,"6BB,BT A+G miss",NH,6,41,0,"y, y,x","m, m,h"
0,"6BB,BT A+G miss",CH,6,41,0,"y, y,x","m, m,h"
0,"6BB,BT A+G miss",NH,6,41,0,"y, y,x","m, m,h"
0,"6BB,BT A+G miss",CH,6,41,0,"y, y,x","m, m,h"
0,"3B,3A",NH,2,24,0,"y,x","m,m"
0,"3B,3A",CH,2,24,0,"y,x","m,m"
0,"3B,3A",NH,2,24,0,"y,x","m,m"
0,"3B,3A",CH,2,24,0,"y,x","m,m"
0,"3B,2A",NH,4,24,0,"y,x","m,sl"
0,"3B,2A",NH,2,24,0,"y,x","m,sl"
0,"3B,2A",CH,4,24,0,"y,x","m,sl"
0,"3B,2A",CH,2,24,0,"y,x","m,sl"
0,"3B,2A",NH,4,24,0,"y,x","m,sl"
0,"3B,2A",NH,2,24,0,"y,x","m,sl"
0,"3B,2A",CH,4,24,0,"y,x","m,sl"
0,"3B,2A",CH,2,24,0,"y,x","m,sl"
0,"3B,2AK",NH,4,24,0,"y,x","m,sl"
0,"3B,2AK",NH,2,24,0,"y,x","m,sl"
0,"3B,2AK",CH,4,24,0,"y,x","m,sl"
0,"3B,2AK",CH,2,24,0,"y,x","m,sl"
0,"3B,2AK",NH,4,24,0,"y,x","m,sl"
0,"3B,2AK",NH,2,24,0,"y,x","m,sl"
0,"3B,2AK",CH,4,24,0,"y,x","m,sl"
0,"3B,2AK",CH,2,24,0,"y,x","m,sl"
0,"3B,2A6K",NH,4,24,0,"y,x","m,sl"
0,"3B,2A6K",NH,2,24,0,"y,x","m,sl"
0,"3B,2A6K",CH,4,24,0,"y,x","m,sl"
0,"3B,2A6K",CH,2,24,0,"y,x","m,sl"
0,"3B,2A6K",NH,4,24,0,"y,x","m,sl"
0,"3B,2A6K",NH,2,24,0,"y,x","m,sl"
0,"3B,2A6K",CH,4,24,0,"y,x","m,sl"
0,"3B,2A6K",CH,2,24,0,"y,x","m,sl"
0,"3B,2A4K",NH,4,24,0,"y,x","m,sl"
0,"3B,2A4K",NH,2,24,0,"y,x","m,sl"
0,"3B,2A4K",CH,4,24,0,"y,x","m,sl"
0,"3B,2A4K",CH,2,24,0,"y,x","m,sl"
0,"3B,2A4K",NH,4,24,0,"y,x","m,sl"
0,"3B,2A4K",NH,2,24,0,"y,x","m,sl"
0,"3B,2A4K",CH,4,24,0,"y,x","m,sl"
0,"3B,2A4K",CH,2,24,0,"y,x","m,sl"
0,"3B,4A",NH,8,24,0,"y,x","m,h"
0,"3B,4A",CH,8,24,0,"y,x","m,h"
0,"3B,4A",NH,10,24,0,"y,x","m,h"
0,"3B,4A",NH,8,24,0,"y,x","m,h"
0,"3B,4A",CH,10,24,0,"y,x","m,h"
0,"3B,4A",CH,8,24,0,"y,x","m,h"
0,"3B,B",NH,4,24,0,"y,y","m,m"
0,"3B,B",NH,2,24,0,"y,y","m,m"
0,"3B,B",CH,4,24,0,"y,y","m,m"
0,"3B,B",CH,2,24,0,"y,y","m,m"
0,"3B,B",NH,4,24,0,"y,y","m,m"
0,"3B,B",NH,2,24,0,"y,y","m,m"
0,"3B,B",CH,4,24,0,"y,y","m,m"
0,"3B,B",CH,2,24,0,"y,y","m,m"
0,"3B,BA",NH,4,24,0,"y,y, x","m,m,h"
0,"3B,BA",NH,2,24,0,"y,y, x","m,m,h"
0,"3B,BA",CH,4,24,0,"y,y, x","m,m,h"
0,"3B,BA",CH,2,24,0,"y,y, x","m,m,h"
0,"3B,BA",NH,4,24,0,"y,y, x","m,m,h"
0,"3B,BA",NH,2,24,0,"y,y, x","m,m,h"
0,"3B,BA",CH,4,24,0,"y,y, x","m,m,h"
0,"3B,BA",CH,2,24,0,"y,y, x","m,m,h"
0,"3B,BB",NH,4,24,0,"y,y, y","m,m,m"
0,"3B,BB",NH,2,24,0,"y,y, y","m,m,m"
0,"3B,BB",CH,4,24,0,"y,y, y","m,m,m"
0,"3B,BB",CH,2,24,0,"y,y, y","m,m,m"
0,"3B,BB",NH,4,24,0,"y,y, y","m,m,m"
0,"3B,BB",NH,2,24,0,"y,y, y","m,m,m"
0,"3B,BB",CH,4,24,0,"y,y, y","m,m,m"
0,"3B,BB",CH,2,24,0,"y,y, y","m,m,m"
0,"3B,BBB",NH,4,24,0,"y,y, y, y","m,m,m,m"
0,"3B,BBB",NH,2,24,0,"y,y, y, y","m,m,m,m"
0,"3B,BBB",CH,4,24,0,"y,y, y, y","m,m,m,m"
0,"3B,BBB",CH,2,24,0,"y,y, y, y","m,m,m,m"
0,"3B,BBB",NH,4,24,0,"y,y, y, y","m,m,m,m"
0,"3B,BBB",NH,2,24,0,"y,y, y, y","m,m,m,m"
0,"3B,BBB",CH,4,24,0,"y,y, y, y","m,m,m,m"
0,"3B,BBB",CH,2,24,0,"y,y, y, y","m,m,m,m"
0,"3B,BBK",NH,4,24,0,"y,y, y","m,m,m"
0,"3B,BBK",NH,2,24,0,"y,y, y","m,m,m"
0,"3B,BBK",CH,4,24,0,"y,y, y","m,m,m"
0,"3B,BBK",CH,2,24,0,"y,y, y","m,m,m"
0,"3B,BBK",NH,4,24,0,"y,y, y","m,m,m"
0,"3B,BBK",NH,2,24,0,"y,y, y","m,m,m"
0,"3B,BBK",CH,4,24,0,"y,y, y","m,m,m"
0,"3B,BBK",CH,2,24,0,"y,y, y","m,m,m"
0,"3B,BB6K",NH,4,24,0,"y,y, y","m,m,m"
0,"3B,BB6K",NH,2,24,0,"y,y, y","m,m,m"
0,"3B,BB6K",CH,4,24,0,"y,y, y","m,m,m"
0,"3B,BB6K",CH,2,24,0,"y,y, y","m,m,m"
0,"3B,BB6K",NH,4,24,0,"y,y, y","m,m,m"
0,"3B,BB6K",NH,2,24,0,"y,y, y","m,m,m"
0,"3B,BB6K",CH,4,24,0,"y,y, y","m,m,m"
0,"3B,BB6K",CH,2,24,0,"y,y, y","m,m,m"
0,"3B,BB4K",NH,4,24,0,"y,y, y","m,m,m"
0,"3B,BB4K",NH,2,24,0,"y,y, y","m,m,m"
0,"3B,BB4K",CH,4,24,0,"y,y, y","m,m,m"
0,"3B,BB4K",CH,2,24,0,"y,y, y","m,m,m"
0,"3B,BB4K",NH,4,24,0,"y,y, y","m,m,m"
0,"3B,BB4K",NH,2,24,0,"y,y, y","m,m,m"
0,"3B,BB4K",CH,4,24,0,"y,y, y","m,m,m"
0,"3B,BB4K",CH,2,24,0,"y,y, y","m,m,m"
0,"3B,b6",NH,10,24,0,"y,y","m,m"
0,"3B,b6",CH,10,24,0,"y,y","m,m"
0,"3B,b4",NH,6,24,0,"y,y","m,m"
0,"3B,b4",NH,4,24,0,"y,y","m,m"
0,"3B,b4",CH,6,24,0,"y,y","m,m"
0,"3B,b4",CH,4,24,0,"y,y","m,m"
0,"3B,b4",NH,6,24,0,"y,y","m,m"
0,"3B,b4",NH,4,24,0,"y,y","m,m"
0,"3B,b4",CH,6,24,0,"y,y","m,m"
0,"3B,b4",CH,4,24,0,"y,y","m,m"
0,"3B,3B",NH,2,24,0,"y,y","m,m"
0,"3B,3B",CH,2,24,0,"y,y","m,m"
0,"3B,3B",NH,2,24,0,"y,y","m,m"
0,"3B,3B",CH,2,24,0,"y,y","m,m"
0,"3B,3BB",NH,2,24,0,"y,y, y","m,m, m"
0,"3B,3BB",CH,2,24,0,"y,y, y","m,m, m"
0,"3B,3BB",NH,2,24,0,"y,y, y","m,m, m"
0,"3B,3BB",CH,2,24,0,"y,y, y","m,m, m"
0,"3B,3BBH",NH,2,24,0,"y,y, y","m,m, m"
0,"3B,3BBH",CH,2,24,0,"y,y, y","m,m, m"
0,"3B,3BBH",NH,2,24,0,"y,y, y","m,m, m"
0,"3B,3BBH",CH,2,24,0,"y,y, y","m,m, m"
0,"3B,2B",NH,6,24,0,"y,y","m,m"
0,"3B,2B",NH,4,24,0,"y,y","m,m"
0,"3B,2B",CH,6,24,0,"y,y","m,m"
0,"3B,2B",CH,4,24,0,"y,y","m,m"
0,"3B,2B",NH,6,24,0,"y,y","m,m"
0,"3B,2B",NH,4,24,0,"y,y","m,m"
0,"3B,2B",CH,6,24,0,"y,y","m,m"
0,"3B,2B",CH,4,24,0,"y,y","m,m"
0,"3B,2BB",NH,6,24,0,"y,y, y","m,m,m"
0,"3B,2BB",NH,4,24,0,"y,y, y","m,m,m"
0,"3B,2BB",CH,6,24,0,"y,y, y","m,m,m"
0,"3B,2BB",CH,4,24,0,"y,y, y","m,m,m"
0,"3B,2BB",NH,6,24,0,"y,y, y","m,m,m"
0,"3B,2BB",NH,4,24,0,"y,y, y","m,m,m"
0,"3B,2BB",CH,6,24,0,"y,y, y","m,m,m"
0,"3B,2BB",CH,4,24,0,"y,y, y","m,m,m"
0,"3B,2BBK",NH,6,24,0,"y,y, y","m,m, m"
0,"3B,2BBK",NH,4,24,0,"y,y, y","m,m, m"
0,"3B,2BBK",CH,6,24,0,"y,y, y","m,m, m"
0,"3B,2BBK",CH,4,24,0,"y,y, y","m,m, m"
0,"3B,2BBK",NH,6,24,0,"y,y, y","m,m, m"
0,"3B,2BBK",NH,4,24,0,"y,y, y","m,m, m"
0,"3B,2BBK",CH,6,24,0,"y,y, y","m,m, m"
0,"3B,2BBK",CH,4,24,0,"y,y, y","m,m, m"
0,"3B,2BB6K",NH,6,24,0,"y,y, y","m,m, m"
0,"3B,2BB6K",NH,4,24,0,"y,y, y","m,m, m"
0,"3B,2BB6K",CH,6,24,0,"y,y, y","m,m, m"
0,"3B,2BB6K",CH,4,24,0,"y,y, y","m,m, m"
0,"3B,2BB6K",NH,6,24,0,"y,y, y","m,m, m"
0,"3B,2BB6K",NH,4,24,0,"y,y, y","m,m, m"
0,"3B,2BB6K",CH,6,24,0,"y,y, y","m,m, m"
0,"3B,2BB6K",CH,4,24,0,"y,y, y","m,m, m"
0,"3B,2BB4K",NH,6,24,0,"y,y, y","m,m, m"
0,"3B,2BB4K",NH,4,24,0,"y,y, y","m,m, m"
0,"3B,2BB4K",CH,6,24,0,"y,y, y","m,m, m"
0,"3B,2BB4K",CH,4,24,0,"y,y, y","m,m, m"
0,"3B,2BB4K",NH,6,24,0,"y,y, y","m,m, m"
0,"3B,2BB4K",NH,4,24,0,"y,y, y","m,m, m"
0,"3B,2BB4K",CH,6,24,0,"y,y, y","m,m, m"
0,"3B,2BB4K",CH,4,24,0,"y,y, y","m,m, m"
0,"3B,1B",NH,8,24,0,"y,y","m,l"
0,"3B,1B",NH,6,24,0,"y,y","m,l"
0,"3B,1B",CH,8,24,0,"y,y","m,l"
0,"3B,1B",CH,6,24,0,"y,y","m,l"
0,"3B,1B",NH,8,24,0,"y,y","m,l"
0,"3B,1B",NH,6,24,0,"y,y","m,l"
0,"3B,1B",CH,8,24,0,"y,y","m,l"
0,"3B,1B",CH,6,24,0,"y,y","m,l"
0,"3B,1BB",NH,8,24,0,"y,y, y","m,l, h"
0,"3B,1BB",NH,6,24,0,"y,y, y","m,l, h"
0,"3B,1BB",CH,8,24,0,"y,y, y","m,l, h"
0,"3B,1BB",CH,6,24,0,"y,y, y","m,l, h"
0,"3B,1BB",NH,8,24,0,"y,y, y","m,l, h"
0,"3B,1BB",NH,6,24,0,"y,y, y","m,l, h"
0,"3B,1BB",CH,8,24,0,"y,y, y","m,l, h"
0,"3B,1BB",CH,6,24,0,"y,y, y","m,l, h"
0,"3B,4A+B",NH,8,24,0,"y,y","m,m"
0,"3B,4A+B",NH,6,24,0,"y,y","m,m"
0,"3B,4A+B",CH,8,24,0,"y,y","m,m"
0,"3B,4A+B",CH,6,24,0,"y,y","m,m"
0,"3B,4A+B",NH,8,24,0,"y,y","m,m"
0,"3B,4A+B",NH,6,24,0,"y,y","m,m"
0,"3B,4A+B",CH,8,24,0,"y,y","m,m"
0,"3B,4A+B",CH,6,24,0,"y,y","m,m"
0,"3B,A+B+K",NH,4,24,0,"y,y","m,m"
0,"3B,A+B+K",NH,2,24,0,"y,y","m,m"
0,"3B,A+B+K",CH,4,24,0,"y,y","m,m"
0,"3B,A+B+K",CH,2,24,0,"y,y","m,m"
0,"3B,A+B+K",NH,4,24,0,"y,y","m,m"
0,"3B,A+B+K",NH,2,24,0,"y,y","m,m"
0,"3B,A+B+K",CH,4,24,0,"y,y","m,m"
0,"3B,A+B+K",CH,2,24,0,"y,y","m,m"
0,"3B,fcA",NH,4,24,0,"y,x","m,sl"
0,"3B,fcA",NH,2,24,0,"y,x","m,sl"
0,"3B,fcA",CH,4,24,0,"y,x","m,sl"
0,"3B,fcA",CH,2,24,0,"y,x","m,sl"
0,"3B,fcA",NH,4,24,0,"y,x","m,sl"
0,"3B,fcA",NH,2,24,0,"y,x","m,sl"
0,"3B,fcA",CH,4,24,0,"y,x","m,sl"
0,"3B,fcA",CH,2,24,0,"y,x","m,sl"
0,"3B,fcAK",NH,4,24,0,"y,x","m,sl"
0,"3B,fcAK",NH,2,24,0,"y,x","m,sl"
0,"3B,fcAK",CH,4,24,0,"y,x","m,sl"
0,"3B,fcAK",CH,2,24,0,"y,x","m,sl"
0,"3B,fcAK",NH,4,24,0,"y,x","m,sl"
0,"3B,fcAK",NH,2,24,0,"y,x","m,sl"
0,"3B,fcAK",CH,4,24,0,"y,x","m,sl"
0,"3B,fcAK",CH,2,24,0,"y,x","m,sl"
0,"3B,fcA6K",NH,4,24,0,"y,x","m,sl"
0,"3B,fcA6K",NH,2,24,0,"y,x","m,sl"
0,"3B,fcA6K",CH,4,24,0,"y,x","m,sl"
0,"3B,fcA6K",CH,2,24,0,"y,x","m,sl"
0,"3B,fcA6K",NH,4,24,0,"y,x","m,sl"
0,"3B,fcA6K",NH,2,24,0,"y,x","m,sl"
0,"3B,fcA6K",CH,4,24,0,"y,x","m,sl"
0,"3B,fcA6K",CH,2,24,0,"y,x","m,sl"
0,"3B,fcA4K",NH,4,24,0,"y,x","m,sl"
0,"3B,fcA4K",NH,2,24,0,"y,x","m,sl"
0,"3B,fcA4K",CH,4,24,0,"y,x","m,sl"
0,"3B,fcA4K",CH,2,24,0,"y,x","m,sl"
0,"3B,fcA4K",NH,4,24,0,"y,x","m,sl"
0,"3B,fcA4K",NH,2,24,0,"y,x","m,sl"
0,"3B,fcA4K",CH,4,24,0,"y,x","m,sl"
0,"3B,fcA4K",CH,2,24,0,"y,x","m,sl"
0,"3B,fc1A",NH,6,24,0,"y,x","m,l"
0,"3B,fc1A",NH,4,24,0,"y,x","m,l"
0,"3B,fc1A",CH,6,24,0,"y,x","m,l"
0,"3B,fc1A",CH,4,24,0,"y,x","m,l"
0,"3B,fc1A",NH,6,24,0,"y,x","m,l"
0,"3B,fc1A",NH,4,24,0,"y,x","m,l"
0,"3B,fc1A",CH,6,24,0,"y,x","m,l"
0,"3B,fc1A",CH,4,24,0,"y,x","m,l"
0,"3B,fcB",NH,4,24,0,"y,y","m,m"
0,"3B,fcB",NH,2,24,0,"y,y","m,m"
0,"3B,fcB",CH,4,24,0,"y,y","m,m"
0,"3B,fcB",CH,2,24,0,"y,y","m,m"
0,"3B,fcB",NH,4,24,0,"y,y","m,m"
0,"3B,fcB",NH,2,24,0,"y,y","m,m"
0,"3B,fcB",CH,4,24,0,"y,y","m,m"
0,"3B,fcB",CH,2,24,0,"y,y","m,m"
0,"3B,fc1B",NH,2,24,0,"y,y","m,m"
0,"3B,fc1B",CH,2,24,0,"y,y","m,m"
0,"3B,fc1B",NH,2,24,0,"y,y","m,m"
0,"3B,fc1B",CH,2,24,0,"y,y","m,m"
0,"3B,fcA+B",NH,2,24,0,"y,y","m,m"
0,"3B,fcA+B",CH,2,24,0,"y,y","m,m"
0,"3B,fcA+B",NH,2,24,0,"y,y","m,m"
0,"3B,fcA+B",CH,2,24,0,"y,y","m,m"
0,"3B,fcA+BK",NH,2,24,0,"y,y","m,m"
0,"3B,fcA+BK",CH,2,24,0,"y,y","m,m"
0,"3B,fcA+BK",NH,2,24,0,"y,y","m,m"
0,"3B,fcA+BK",CH,2,24,0,"y,y","m,m"
0,"3B,fcA+B6K",NH,2,24,0,"y,y","m,m"
0,"3B,fcA+B6K",CH,2,24,0,"y,y","m,m"
0,"3B,fcA+B6K",NH,2,24,0,"y,y","m,m"
0,"3B,fcA+B6K",CH,2,24,0,"y,y","m,m"
0,"3B,fcA+B4K",NH,2,24,0,"y,y","m,m"
0,"3B,fcA+B4K",CH,2,24,0,"y,y","m,m"
0,"3B,fcA+B4K",NH,2,24,0,"y,y","m,m"
0,"3B,fcA+B4K",CH,2,24,0,"y,y","m,m"
0,"3B,wsA",NH,8,24,0,"y,x","m,m"
0,"3B,wsA",NH,6,24,0,"y,x","m,m"
0,"3B,wsA",CH,8,24,0,"y,x","m,m"
0,"3B,wsA",CH,6,24,0,"y,x","m,m"
0,"3B,wsA",NH,8,24,0,"y,x","m,m"
0,"3B,wsA",NH,6,24,0,"y,x","m,m"
0,"3B,wsA",CH,8,24,0,"y,x","m,m"
0,"3B,wsA",CH,6,24,0,"y,x","m,m"
0,"3B,wsB",NH,4,24,0,"y,y","m,m"
0,"3B,wsB",NH,2,24,0,"y,y","m,m"
0,"3B,wsB",CH,4,24,0,"y,y","m,m"
